Especie,Talla (cm),Peso (gr),Integridad (%),pH,Temperatura (°C),Planta,Puerto,Flota,Nombre nave pesca,Zona pesca,Fecha de recepción
Anchoveta,13.896719493862799,83.41664056154536,94,6.969384629267232,28.551187270035854,Planta 1,Pesca Norte,Artesanal,Santiago G,147,2024-02-08
Jurel,47.49057189676543,692.7410235921287,97,6.15097636636131,21.093470055845053,Planta 1,Pesca Sur,Artesanal,Licanten,122,2024-02-06
Sardina española,19.036466066675825,124.99102016228053,79,6.645489586562963,21.612056071636292,Planta 3,Pesca Norte,Artesanal,Licanten,104,2024-12-24
Sardina española,20.766760923852033,181.2907912884794,86,6.84364004044559,23.48197507311252,Planta 2,Pesca Sur,Artesanal,Licanten,122,2024-04-11
Anchoveta,18.60542295457463,71.8373257055174,72,6.1952056418662815,28.51588922621984,Planta 1,Pesca Sur,Artesanal,Isaac,158,2024-08-30
Jurel,33.49889144679202,700.8886580491292,95,5.447806019201895,23.34564844443169,Planta 2,Pesca Sur,Artesanal,Isaac,104,2024-08-09
Jurel,44.29849605432712,671.2446512753745,96,5.5943959805987395,26.941526691133763,Planta 3,Pesca Norte,Artesanal,Francesca,103,2024-04-25
Sardina española,20.400937754300674,121.73954093192282,94,5.431589942926036,24.726685570779726,Planta 3,Pesca Norte,Industrial,Liliana,135,2024-06-25
Anchoveta,8.708490728045184,52.6456624928307,75,5.065694568169942,29.992671696494774,Planta 1,Pesca Sur,Artesanal,Licanten,114,2024-08-08
Anchoveta,13.912065652453373,74.22575242278513,90,5.19300679932837,26.092077545145344,Planta 3,Pesca Sur,Industrial,Francesca,103,2024-10-21
Caballa,28.027174529443844,375.20388838644203,85,5.4605220007063116,24.29762022562306,Planta 1,Pesca Sur,Industrial,Santiago G,149,2024-02-12
Sardina española,15.747974290284972,139.43549032846437,96,6.287932920093658,22.326018417854335,Planta 1,Pesca Norte,Artesanal,Isidora I,158,2024-02-02
Caballa,38.69769028789612,429.687730595036,88,5.569772545869342,23.6149201086351,Planta 3,Pesca Norte,Industrial,Isidora I,143,2024-02-07
Sardina española,21.47948201089422,81.10811228414515,84,5.231900697276118,24.19580957961277,Planta 1,Pesca Norte,Industrial,Isaac,101,2024-07-12
Sardina española,17.040005228573246,140.7896385556908,96,5.2111208549432275,26.815418653347606,Planta 1,Pesca Norte,Artesanal,Emilia,158,2024-11-16
Sardina española,19.85812423937865,130.02012405859102,93,6.660109879150245,25.84246951326863,Planta 3,Pesca Norte,Industrial,Liliana,136,2024-05-24
Anchoveta,17.88498864872382,91.36942573277823,87,5.333229264712045,20.522637818797513,Planta 2,Pesca Sur,Artesanal,Fernanda,150,2024-01-07
Sardina española,17.57008510331369,151.33006329023172,89,6.137235691028772,28.069362517614255,Planta 3,Pesca Sur,Industrial,Licanten,113,2024-08-20
Jurel,50.852242888927336,863.6866828080592,90,6.507233204855398,27.230039797250797,Planta 2,Pesca Norte,Industrial,Isaac,159,2024-10-18
Anchoveta,15.9311060871372,46.846753512007886,82,6.854976055989232,28.45585126850208,Planta 1,Pesca Sur,Artesanal,Fernanda,126,2024-06-11
Jurel,32.36165910265571,633.3881978074322,91,6.158716240032067,28.548170527758487,Planta 2,Pesca Norte,Artesanal,Licanten,137,2024-04-01
Jurel,38.883025839790754,771.500532172685,72,5.0844112275814695,24.66543381083053,Planta 2,Pesca Sur,Industrial,Isidora I,136,2024-10-10
Jurel,43.30793687721674,636.6930135193744,77,6.199936958273172,28.69638850116867,Planta 2,Pesca Sur,Artesanal,Fernanda,137,2024-08-31
Anchoveta,11.513158897752088,85.6600023877104,98,5.553903995463693,25.073938629013725,Planta 3,Pesca Norte,Industrial,Licanten,109,2024-12-12
Jurel,38.52167631912292,567.0488534257929,81,6.797613502864618,21.891406872367934,Planta 2,Pesca Norte,Artesanal,Licanten,104,2024-09-09
Anchoveta,19.754938145095217,103.46283063604753,81,5.0313516127822275,22.070370324569055,Planta 3,Pesca Sur,Artesanal,Liliana,140,2024-05-17
Sardina española,18.765528582186235,174.55352135901927,99,5.071199449337876,21.271964388647692,Planta 1,Pesca Sur,Artesanal,Licanten,111,2024-06-21
Anchoveta,20.721319815982987,70.03766452565989,71,5.683412067302154,28.33573565805866,Planta 3,Pesca Sur,Industrial,Isidora I,155,2024-02-13
Sardina española,17.29921442551524,132.6961390110026,91,6.3984833923379885,25.173551874497193,Planta 1,Pesca Norte,Industrial,Francesca,155,2024-06-07
Anchoveta,11.976385905216507,93.86438531874131,85,6.7089716548909415,21.989838796668604,Planta 2,Pesca Sur,Industrial,Isaac,154,2024-08-02
Caballa,29.288171350888767,327.59436068421024,92,6.334130369178471,29.17293997219079,Planta 3,Pesca Sur,Artesanal,Liliana,123,2024-10-10
Jurel,53.2487969718911,604.8876633232765,96,6.960261918796214,20.58963656796786,Planta 3,Pesca Norte,Industrial,Francesca,115,2024-08-31
Jurel,40.42483290412276,911.1406786096719,75,6.750327583566532,22.133174071588027,Planta 3,Pesca Norte,Artesanal,Isaac,131,2024-05-30
Caballa,25.293266787683894,312.140050671849,93,6.601824179552842,22.559678186189984,Planta 2,Pesca Norte,Artesanal,Emilia,113,2024-06-06
Jurel,27.718843482192252,633.0182494742573,80,6.674092965635836,29.470312969311404,Planta 2,Pesca Norte,Industrial,Isaac,134,2024-08-04
Caballa,32.37281230496258,403.37261543188833,74,5.049095874958797,24.967102949080573,Planta 2,Pesca Norte,Artesanal,Santiago G,130,2024-09-08
Anchoveta,14.628401465026446,69.91693359088592,93,5.794675338329452,29.88588218361579,Planta 2,Pesca Norte,Artesanal,Isaac,148,2024-01-07
Jurel,42.80872322709459,711.8023096948051,74,5.8172508899380855,27.755583975423324,Planta 2,Pesca Norte,Industrial,Santiago G,112,2024-01-16
Caballa,27.991743126078934,307.57641220067563,97,6.915770775338478,24.951506179919647,Planta 3,Pesca Norte,Artesanal,Santiago G,117,2024-10-16
Jurel,30.71199444921527,830.953632061172,97,6.6435816456638195,28.465217652142684,Planta 1,Pesca Sur,Artesanal,Licanten,144,2024-08-14
Jurel,51.83554583166705,562.1095811398824,70,5.229084886356711,23.252488213903515,Planta 3,Pesca Sur,Industrial,Isidora I,151,2024-04-12
Jurel,35.37093399103277,761.602682275331,74,5.306430662689221,28.255418355701345,Planta 1,Pesca Sur,Industrial,Isidora I,158,2024-12-09
Sardina española,23.03749363693983,93.98686567000081,71,5.368432631574666,27.82539401128505,Planta 2,Pesca Norte,Artesanal,Isidora I,129,2024-07-18
Anchoveta,12.944677050733787,77.32544467306656,79,6.657689594314677,21.07932104876999,Planta 3,Pesca Norte,Industrial,Fernanda,103,2024-10-26
Jurel,36.881439782899406,676.2836323318066,95,5.3310929666295515,28.53259348974305,Planta 3,Pesca Sur,Industrial,Francesca,133,2024-02-29
Jurel,45.977921129598286,727.260715758439,95,5.619845774828567,25.16691611180481,Planta 2,Pesca Norte,Artesanal,Santiago G,141,2024-11-07
Anchoveta,19.827746876645083,75.89984734029508,82,5.778429117326462,21.82449888039963,Planta 3,Pesca Sur,Artesanal,Liliana,108,2024-08-12
Jurel,53.13374357741409,660.86191958261,87,6.138219297392483,24.716186093517226,Planta 2,Pesca Sur,Artesanal,Emilia,137,2024-06-18
Jurel,43.688636888626945,794.0509943139576,90,5.55780042450892,21.54482971775235,Planta 1,Pesca Norte,Artesanal,Emilia,107,2024-09-11
Sardina española,24.968126925892328,134.84787971423634,96,6.848435592042083,26.304204865604923,Planta 3,Pesca Sur,Industrial,Emilia,146,2024-05-14
Caballa,30.44248296076645,334.7592220279339,72,6.010066195603677,23.229685773367613,Planta 2,Pesca Norte,Artesanal,Francesca,120,2024-06-20
Caballa,29.720484792272163,305.13911329126245,97,5.416964257540471,20.58371781067621,Planta 1,Pesca Sur,Industrial,Isidora I,109,2024-12-11
Jurel,34.735481861905534,786.0690573538601,99,6.537385275209294,25.758048116394217,Planta 2,Pesca Norte,Industrial,Fernanda,129,2024-11-27
Caballa,33.07196577621717,315.1586886009603,88,5.67806701158326,22.070930511284402,Planta 1,Pesca Sur,Industrial,Fernanda,126,2024-04-15
Sardina española,24.098947648197623,181.34070775434628,76,6.081645237387843,24.249224110792113,Planta 2,Pesca Norte,Artesanal,Isidora I,111,2024-06-11
Sardina española,19.216128153661078,182.40508172066433,82,6.663134434584704,22.134656840504515,Planta 1,Pesca Norte,Industrial,Licanten,156,2024-01-31
Caballa,24.35422955666531,343.6939372881317,72,6.713499750530231,20.789949092815743,Planta 1,Pesca Norte,Artesanal,Isidora I,147,2024-01-31
Caballa,28.142335507971865,377.4997778458653,76,6.9573512638967365,20.497202699319864,Planta 3,Pesca Sur,Industrial,Fernanda,120,2024-04-22
Jurel,37.04005985387723,632.450658205803,74,5.6917365294138245,20.352387870144664,Planta 1,Pesca Norte,Artesanal,Fernanda,124,2024-07-16
Caballa,34.01607075964948,310.9933448816252,93,6.417148910652194,28.20810517724905,Planta 1,Pesca Sur,Artesanal,Fernanda,139,2024-01-10
